                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.67278,                 2.5584,                 1.1722,                0.65165,                0.33333,                0.41458,                0.33996,                0.68988,                 3.2302,                 1.0913,                      0,                      0,                      0
                      2,                0.99885,                 3.4831,                  1.407,                0.65173,                0.33333,                0.44222,                0.36483,                0.68713,                 3.2693,                 1.0895,             7.2164e-06,             7.2164e-06,             7.2164e-06
