                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.65159,                 1.2113,                 1.1247,                0.77712,                      1,                0.82917,                  0.796,                0.35195,                0.56924,                 1.0026,                      0,                      0,                      0
                      2,                0.97766,                 1.7009,                 1.3499,                0.77655,                      1,                0.82917,                  0.796,                0.35658,                0.57713,                 1.0038,             7.2164e-06,             7.2164e-06,             7.2164e-06
