                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.96211,                 2.8146,                 1.3292,                0.69006,                0.72324,                0.73769,                0.62473,                0.58581,                 1.1379,                 1.1327,             0.00046346,             0.00046346,             0.00046346
                      2,                0.87227,                 1.1833,                 1.2708,                0.86356,                0.90524,                0.94663,                0.80419,                0.56619,                0.71166,                 1.1149,              0.0004746,              0.0004746,              0.0004746
